goal,success,elapsed_s,mode,model,outline_chars,fills,failed_holes,had_sorry,verified_ok
distinct xs \<Longrightarrow> distinct (rev xs),True,115.9432,auto,qwen2.5-coder:14b,65,0,0,False,True
xs \<noteq> [] \<Longrightarrow> hd xs # tl xs = xs,True,85.7383,auto,qwen2.5-coder:14b,69,0,0,False,True
filter P (filter Q xs) = filter (\<lambda>x. P x \<and> Q x) xs,True,115.0816,auto,qwen2.5-coder:14b,97,0,0,False,True
length (filter P xs) \<le> length xs,True,97.8854,auto,qwen2.5-coder:14b,54,0,0,False,True
set (rev xs) = set xs,True,104.5118,auto,qwen2.5-coder:14b,39,0,0,False,True
sum_list (xs @ ys) \<ge> sum_list xs,False,899.3382,auto,qwen2.5-coder:14b,325,0,0,True,True
\<forall>x \<in> set xs. P x \<Longrightarrow> list_all P xs,False,351.1612,auto,qwen2.5-coder:14b,300,0,1,False,False
length xs = length ys \<Longrightarrow> length (zip xs ys) = length xs,True,99.8739,auto,qwen2.5-coder:14b,88,0,0,False,True
foldr (#) xs [] = xs,True,225.5925,auto,qwen2.5-coder:14b,342,0,0,False,True
length (concat xss) = sum_list (map length xss),True,210.1286,auto,qwen2.5-coder:14b,377,0,0,False,True
take (length xs) xs = xs,True,98.3648,auto,qwen2.5-coder:14b,42,0,0,False,True
xs @ ys = zs @ ws \<Longrightarrow> length xs = length zs \<Longrightarrow> xs = zs,True,110.9119,auto,qwen2.5-coder:14b,101,0,0,False,True
sum_list (map (\<lambda>_. (1::nat)) xs) = length xs,True,497.8269,auto,qwen2.5-coder:14b,458,0,0,False,True
distinct xs \<Longrightarrow> length (remdups xs) = length xs,True,39.1051,auto,qwen2.5-coder:14b,79,0,0,False,True
map f (filter P xs) = filter P (map f xs) \<Longrightarrow> (\<forall>x \<in> set xs. P (f x) = P x),False,1446.3375,auto,qwen2.5-coder:14b,579,0,0,True,True
